Código,Descripción,Tipo Descripción
T468,"DROGAS ANTIVARICOSAS, INCLUSIVE AGENTES ESCLEROSANTES",Diagnóstico (CIEX)
T470,ANTAGONISTAS DEL RECEPTOR H2 DE HISTAMINA,Diagnóstico (CIEX)
T471,OTRAS DROGAS ANTIACIDAS Y QUE INHIBEN LA SECRECION GASTRICA,Diagnóstico (CIEX)
T469,OTROS AGENTES Y LOS NO ESPECIFICADOS QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULA,Diagnóstico (CIEX)
T472,LAXANTES ESTIMULANTES,Diagnóstico (CIEX)
T477,EMETICOS,Diagnóstico (CIEX)
T478,OTROS AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA GASTROINTESTINAL,Diagnóstico (CIEX)
T479,AGENTES NO ESPECIFICADOS QUE AFECTAN PRINCIPALMENTE EL SISTEMA GASTROINTESTINAL,Diagnóstico (CIEX)
T480,DROGAS OXITOCICAS,Diagnóstico (CIEX)
T476,DROGAS ANTIDIARREICAS,Diagnóstico (CIEX)
T473,LAXANTES SALINOS Y OSMOTICOS,Diagnóstico (CIEX)
T474,OTROS LAXANTES,Diagnóstico (CIEX)
T475,DIGESTIVOS,Diagnóstico (CIEX)
T481,RELAJANTES MUSCULOESQUELETICOS [AGENTES BLOQUEADORES NEUROMUSCULARES],Diagnóstico (CIEX)
T482,OTROS MEDICAMENTOS Y LOS NO ESPECIFICADOS DE ACCION PRINCIPAL SOBRE LOS MUSCULOS,Diagnóstico (CIEX)
T483,ANTITUSIGENOS,Diagnóstico (CIEX)
T485,DROGAS CONTRA EL CATARRO COMUN,Diagnóstico (CIEX)
T486,"ANTIASMATICOS, NO CLASIFICADOS EN OTRA PARTE",Diagnóstico (CIEX)
T484,EXPECTORANTES,Diagnóstico (CIEX)
T487,OTROS AGENTES Y LOS NO ESPECIFICADOS DE ACCION PRINCIPAL SOBRE EL SISTEMA RESPIRATORIO,Diagnóstico (CIEX)
T491,ANTIPRURITICOS,Diagnóstico (CIEX)
T492,ASTRINGENTES Y DETERGENTES LOCALES,Diagnóstico (CIEX)
T493,"EMOLIENTES, DEMULCENTES Y PROTECTORES",Diagnóstico (CIEX)
T490,"DROGAS LOCALES ANTIMICOTICAS, ANTIINFECCIOSAS Y ANTIINFLAMATORIAS, NO CLASIFICADAS EN OT",Diagnóstico (CIEX)
T495,DROGAS Y PREPARACIONES OFTALMOLOGICAS,Diagnóstico (CIEX)
T494,"QUERATOLITICOS, QUERATOPLASTICOS, DROGAS Y OTRAS PREPARACIONES PARA EL TRATAMIENTO DEL C",Diagnóstico (CIEX)
T496,DROGAS Y PREPARACIONES OTORRINOLARINGOLOGICAS,Diagnóstico (CIEX)
T497,"DROGAS DENTALES, APLICADAS TOPICAMENTE",Diagnóstico (CIEX)
T498,OTROS AGENTES TOPICOS,Diagnóstico (CIEX)
T499,"AGENTES TOPICOS, NO ESPECIFICADOS",Diagnóstico (CIEX)
T500,MINERALOCORTICOIDES Y SUS ANTAGONISTAS,Diagnóstico (CIEX)
T501,DIURETICOS DEL ASA [DINTEL ALTO],Diagnóstico (CIEX)
T502,"INHIBIDORES DE LA ANHIDRASA DEL ACIDO CARBONICO, BENZOTIAZIDAS Y OTROS DIURETICOS",Diagnóstico (CIEX)
T503,"AGENTES DEL EQUILIBRIO HIDROLITICO, ELECTROLITICO Y CALORICO",Diagnóstico (CIEX)
T504,DROGAS QUE AFECTAN EL METABOLISMO DEL ACIDO URICO,Diagnóstico (CIEX)
T505,DEPRESORES DEL APETITO,Diagnóstico (CIEX)
T506,"ANTIDOTOS Y AGENTES QUELANTES, NO CLASIFICADOS EN OTRA PARTE",Diagnóstico (CIEX)
T507,ANALEPTICOS Y ANTAGONISTAS DEL OPIO,Diagnóstico (CIEX)
T508,AGENTES DIAGNOSTICOS,Diagnóstico (CIEX)
T510,ETANOL,Diagnóstico (CIEX)
T511,METANOL,Diagnóstico (CIEX)
T509,"OTRAS DROGAS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS",Diagnóstico (CIEX)
T513,LICOR DE ALCOHOL INSUFICIENTEMENTE DESTILADO,Diagnóstico (CIEX)
T518,OTROS ALCOHOLES,Diagnóstico (CIEX)
T520,PRODUCTOS DEL PETROLEO,Diagnóstico (CIEX)
T521,BENCENO,Diagnóstico (CIEX)
T512,PROPANOL-2,Diagnóstico (CIEX)
T522,HOMOLOGOS DEL BENCENO,Diagnóstico (CIEX)
T519,"ALCOHOL, NO ESPECIFICADO",Diagnóstico (CIEX)
T523,GLICOLES,Diagnóstico (CIEX)
T524,CETONAS,Diagnóstico (CIEX)
T533,TETRACLOROETILENO,Diagnóstico (CIEX)
T534,DICLOROETANO,Diagnóstico (CIEX)
T530,TETRACLORURO DE CARBONO,Diagnóstico (CIEX)
T531,CLOROFORMO,Diagnóstico (CIEX)
T529,"DISOLVENTES ORGANICOS, NO ESPECIFICADOS",Diagnóstico (CIEX)
T528,OTROS DISOLVENTES ORGANICOS,Diagnóstico (CIEX)
T535,CLOROFLUOROCARBUROS,Diagnóstico (CIEX)
T536,OTROS DERIVADOS HALOGENADOS DE HIDROCARBUROS ALIFATICOS,Diagnóstico (CIEX)
T537,OTROS DERIVADOS HALOGENADOS DE HIDROCARBUROS AROMATICOS,Diagnóstico (CIEX)
T540,FENOL Y HOMOLOGOS DEL FENOL,Diagnóstico (CIEX)
T541,OTROS COMPUESTOS ORGANICOS CORROSIVOS,Diagnóstico (CIEX)
T542,ACIDOS CORROSIVOS Y SUSTANCIAS ACIDAS SIMILARES,Diagnóstico (CIEX)
T539,"DERIVADOS HALOGENADOS DE HIDROCARBUROS ALIFATICOS Y AROMATICOS, NO ESPECIFICADOS",Diagnóstico (CIEX)
T543,ALCALIS CAUSTICOS Y SUSTANCIAS ALCALINAS SIMILARES,Diagnóstico (CIEX)
T549,"EFECTO TOXICO DE SUSTANCIA CORROSIVA, NO ESPECIFICADA",Diagnóstico (CIEX)
T55X,EFECTO TOXICO DE DETERGENTES Y JABONES,Diagnóstico (CIEX)
T560,PLOMO Y SUS COMPUESTOS,Diagnóstico (CIEX)
T561,MERCURIO Y SUS COMPUESTOS,Diagnóstico (CIEX)
T562,CROMO Y SUS COMPUESTOS,Diagnóstico (CIEX)
T565,ZINC Y SUS COMPUESTOS,Diagnóstico (CIEX)
T566,ESTANO Y SUS COMPUESTOS,Diagnóstico (CIEX)
T564,COBRE Y SUS COMPUESTOS,Diagnóstico (CIEX)
T563,CADMIO Y SUS COMPUESTOS,Diagnóstico (CIEX)
T567,BERILIO Y SUS COMPUESTOS,Diagnóstico (CIEX)
T568,OTROS METALES,Diagnóstico (CIEX)
T569,"METAL, NO ESPECIFICADO",Diagnóstico (CIEX)
T570,ARSENICO Y SUS COMPUESTOS,Diagnóstico (CIEX)
T532,TRICLOROETILENO,Diagnóstico (CIEX)
T571,FOSFORO Y SUS COMPUESTOS,Diagnóstico (CIEX)
T578,"OTRAS SUSTANCIAS INORGANICAS, ESPECIFICADAS",Diagnóstico (CIEX)
T579,"SUSTANCIA INORGANICA, NO ESPECIFICADA",Diagnóstico (CIEX)
T572,MANGANESO Y SUS COMPUESTOS,Diagnóstico (CIEX)
T573,ACIDO CIANHIDRICO,Diagnóstico (CIEX)
T58X,EFECTO TOXICO DEL MONOXIDO DE CARBONO,Diagnóstico (CIEX)
T590,OXIDOS DE NITROGENO,Diagnóstico (CIEX)
T591,DIOXIDO DE SULFURO,Diagnóstico (CIEX)
T592,FORMALDEHIDO,Diagnóstico (CIEX)
T593,GAS LACRIMOGENO,Diagnóstico (CIEX)
T594,CLORO GASEOSO,Diagnóstico (CIEX)
T595,GAS DE FLUOR Y FLUORURO DE HIDROGENO,Diagnóstico (CIEX)
T596,SULFURO DE HIDROGENO,Diagnóstico (CIEX)
T597,DIOXIDO DE CARBONO,Diagnóstico (CIEX)
T598,"OTROS GASES, HUMOS Y VAPORES ESPECIFICADOS",Diagnóstico (CIEX)
T599,"GASES, HUMOS Y VAPORES NO ESPECIFICADOS",Diagnóstico (CIEX)
T600,INSECTICIDAS ORGANOFOSFORADOS Y CARBAMATOS,Diagnóstico (CIEX)
T601,INSECTICIDAS HALOGENADOS,Diagnóstico (CIEX)
T602,OTROS INSECTICIDAS,Diagnóstico (CIEX)
T603,HERBICIDAS Y FUNGICIDAS,Diagnóstico (CIEX)
T604,RODENTICIDAS,Diagnóstico (CIEX)
T608,OTROS PLAGUICIDAS,Diagnóstico (CIEX)
T609,"PLAGUICIDA, NO ESPECIFICADO",Diagnóstico (CIEX)
T610,ENVENENAMIENTO CIGUATERO POR PESCADO,Diagnóstico (CIEX)
T611,ENVENENAMIENTO ESCOMBROIDEO POR PESCADO,Diagnóstico (CIEX)
T612,OTROS ENVENENAMIENTOS POR PESCADOS Y MARISCOS,Diagnóstico (CIEX)
T618,EFECTO TOXICO DE OTROS ALIMENTOS MARINOS,Diagnóstico (CIEX)
T619,EFECTO TOXICO DE ALIMENTOS MARINOS NO ESPECIFICADOS,Diagnóstico (CIEX)
T620,HONGOS INGERIDOS,Diagnóstico (CIEX)
T621,BAYAS INGERIDAS,Diagnóstico (CIEX)
T622,OTRA (S) (PARTES DE) PLANTA (S) INGERIDA (S),Diagnóstico (CIEX)
T628,OTRAS SUSTANCIAS NOCIVAS ESPECIFICADAS INGERIDAS COMO ALIMENTO,Diagnóstico (CIEX)
T629,"SUSTANCIA NOCIVA INGERIDA COMO ALIMENTO, NO ESPECIFICADA",Diagnóstico (CIEX)
T630,VENENO DE SERPIENTE,Diagnóstico (CIEX)
T631,VENENO DE OTROS REPTILES,Diagnóstico (CIEX)
T632,VENENO DE ESCORPION,Diagnóstico (CIEX)
T633,VENENO DE ARANAS,Diagnóstico (CIEX)
T634,VENENO DE OTROS ARTROPODOS,Diagnóstico (CIEX)
T635,EFECTO TOXICO DEL CONTACTO CON PECES,Diagnóstico (CIEX)
T638,EFECTOS TOXICOS DEL CONTACTO CON OTROS ANIMALES VENENOSOS,Diagnóstico (CIEX)
T639,EFECTO TOXICO DEL CONTACTO CON ANIMAL VENENOSO NO ESPECIFICADO,Diagnóstico (CIEX)
T64X,EFECTO TOXICO DE AFLATOXINA Y OTRAS MICOTOXINAS CONTAMINANTES DE ALIMENTOS,Diagnóstico (CIEX)
T650,CIANURO,Diagnóstico (CIEX)
T653,NITRODERIVADOS Y AMINODERIVADOS DEL BENCENO Y SUS HOMOLOGOS,Diagnóstico (CIEX)
T654,BISULFURO DE CARBONO,Diagnóstico (CIEX)
T651,ESTRICNINA Y SUS SALES,Diagnóstico (CIEX)
T636,EFECTO TOXICO DEL CONTACTO CON OTROS ANIMALES MARINOS,Diagnóstico (CIEX)
T652,TABACO Y NICOTINA,Diagnóstico (CIEX)
T655,NITROGLICERINA Y OTROS ACIDOS Y ESTERES NITRICOS,Diagnóstico (CIEX)
T656,"PINTURAS Y COLORANTES, NO CLASIFICADOS EN OTRA PARTE",Diagnóstico (CIEX)
T658,EFECTOS TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS,Diagnóstico (CIEX)
T66X,EFECTOS NO ESPECIFICADOS DE LA RADIACION,Diagnóstico (CIEX)
T670,GOLPE DE CALOR E INSOLACION,Diagnóstico (CIEX)
T659,EFECTO TOXICO DE SUSTANCIA NO ESPECIFICADA,Diagnóstico (CIEX)
T675,"AGOTAMIENTO POR CALOR, NO ESPECIFICADO",Diagnóstico (CIEX)
T676,"FATIGA POR CALOR, TRANSITORIA",Diagnóstico (CIEX)
T671,SINCOPE POR CALOR,Diagnóstico (CIEX)
T673,"AGOTAMIENTO POR CALOR, ANHIDROTICO",Diagnóstico (CIEX)
T674,AGOTAMIENTO POR CALOR DEBIDO A DEPLECION DE SAL,Diagnóstico (CIEX)
T672,CALAMBRE POR CALOR,Diagnóstico (CIEX)
T677,EDEMA POR CALOR,Diagnóstico (CIEX)
T678,OTROS EFECTOS DEL CALOR Y DE LA LUZ,Diagnóstico (CIEX)
T698,OTROS EFECTOS ESPECIFICADOS DE LA REDUCCION DE LA TEMPERATURA,Diagnóstico (CIEX)
T699,"EFECTO DE LA REDUCCION DE LA TEMPERATURA, NO ESPECIFICADO",Diagnóstico (CIEX)
T679,"EFECTO DEL CALOR Y DE LA LUZ, NO ESPECIFICADO",Diagnóstico (CIEX)
T68X,HIPOTERMIA,Diagnóstico (CIEX)
T691,SABANON(ES),Diagnóstico (CIEX)
T690,MANO Y PIE DE INMERSION,Diagnóstico (CIEX)
T700,BAROTRAUMA OTITICO,Diagnóstico (CIEX)
T701,BAROTRAUMA SINUSAL,Diagnóstico (CIEX)
T702,OTROS EFECTOS Y LOS NO ESPECIFICADOS DE LA GRAN ALTITUD,Diagnóstico (CIEX)
T704,EFECTOS DE LIQUIDOS CON ALTA PRESION,Diagnóstico (CIEX)
T703,ENFERMEDAD POR DESCOMPRESION [DE LOS CAJONES SUMERGIDOS],Diagnóstico (CIEX)
T709,"EFECTO DE LA PRESION DEL AIRE Y DEL AGUA, NO ESPECIFICADO",Diagnóstico (CIEX)
T71X,ASFIXIA,Diagnóstico (CIEX)
T730,EFECTOS DEL HAMBRE,Diagnóstico (CIEX)
T731,EFECTOS DE LA SED,Diagnóstico (CIEX)
T708,OTROS EFECTOS DE LA PRESION DEL AIRE Y DEL AGUA,Diagnóstico (CIEX)
T732,AGOTAMIENTO DEBIDO A EXPOSICION A LA INTEMPERIE,Diagnóstico (CIEX)
T733,AGOTAMIENTO DEBIDO A ESFUERZO EXCESIVO,Diagnóstico (CIEX)
T738,OTROS EFECTOS DE PRIVACION,Diagnóstico (CIEX)
T740,NEGLIGENCIA O ABANDONO,Diagnóstico (CIEX)
T741,RIESGO DE ABUSO FISICO Y/O EMOCIONAL Y/O SEXUAL,Diagnóstico (CIEX)
T739,"EFECTOS DE PRIVACION, NO ESPECIFICADOS",Diagnóstico (CIEX)
T742,ABUSO SEXUAL,Diagnóstico (CIEX)
T743,ABUSO PSICOLOGICO,Diagnóstico (CIEX)
T748,OTROS SINDROMES DE MALTRATO FORMA MIXTA,Diagnóstico (CIEX)
T749,SINDROME DEL MALTRATO NO ESPECIFICADO,Diagnóstico (CIEX)
T750,EFECTOS DEL RAYO,Diagnóstico (CIEX)
T751,AHOGAMIENTO Y SUMERSION NO MORTAL,Diagnóstico (CIEX)
T754,EFECTOS DE LA CORRIENTE ELECTRICA,Diagnóstico (CIEX)
T758,OTROS EFECTOS ESPECIFICADOS DE CAUSAS EXTERNAS,Diagnóstico (CIEX)
T753,MAL DEL MOVIMIENTO,Diagnóstico (CIEX)
T752,EFECTOS DE LA VIBRACION,Diagnóstico (CIEX)
T782,"CHOQUE ANAFILACTICO, NO ESPECIFICADO",Diagnóstico (CIEX)
T783,EDEMA ANGIONEUROTICO,Diagnóstico (CIEX)
T784,ALERGIA NO ESPECIFICADA,Diagnóstico (CIEX)
T788,"OTROS EFECTOS ADVERSOS, NO CLASIFICADOS EN OTRA PARTE",Diagnóstico (CIEX)
T789,EFECTO ADVERSO NO ESPECIFICADO,Diagnóstico (CIEX)
T780,CHOQUE ANAFILACTICO DEBIDO A REACCION ADVERSA A ALIMENTOS,Diagnóstico (CIEX)
T781,"OTRA REACCION ADVERSA A ALIMENTOS, NO CLASIFICADA EN OTRA PARTE",Diagnóstico (CIEX)
T790,EMBOLIA GASEOSA (TRAUMATICA),Diagnóstico (CIEX)
T791,EMBOLIA GRASA (TRAUMATICA),Diagnóstico (CIEX)
T792,HEMORRAGIA TRAUMATICA SECUNDARIA Y RECURRENTE,Diagnóstico (CIEX)
T793,"INFECCION POSTRAUMATICA DE HERIDA, NO CLASIFICADA EN OTRA PARTE",Diagnóstico (CIEX)
T794,CHOQUE TRAUMATICO,Diagnóstico (CIEX)
T795,ANURIA TRAUMATICA,Diagnóstico (CIEX)
T796,ISQUEMIA TRAUMATICA DE MUSCULO,Diagnóstico (CIEX)
T797,ENFISEMA SUBCUTANEO TRAUMATICO,Diagnóstico (CIEX)
T798,OTRAS COMPLICACIONES PRECOCES DE LOS TRAUMATISMOS,Diagnóstico (CIEX)
T799,COMPLICACIONES PRECOCES NO ESPECIFICADAS DE LOS TRAUMATISMOS,Diagnóstico (CIEX)
T801,"COMPLICACIONES VASCULARES CONSECUTIVAS A INFUSION, TRANSFUSION E INYECCION TERAPEUTICA",Diagnóstico (CIEX)
T802,"INFECCIONES CONSECUTIVAS A INFUSION, TRANSFUSION E INYECCION TERAPEUTICA",Diagnóstico (CIEX)
T803,REACCION DE INCOMPATIBILIDAD AL GRUPO ABO,Diagnóstico (CIEX)
T804,REACCION DE INCOMPATIBILIDAD A RH,Diagnóstico (CIEX)
T800,"EMBOLIA GASEOSA CONSECUTIVA A INFUSION, TRANSFUSION E INYECCION TERAPEUTICA",Diagnóstico (CIEX)
T805,CHOQUE ANAFILACTICO DEBIDO A SUERO,Diagnóstico (CIEX)
T806,OTRAS REACCIONES AL SUERO,Diagnóstico (CIEX)
T808,"OTRAS COMPLICACIONES CONSECUTIVAS A INFUSION, TRANSFUSION, E INYECCION TERAPEUTICA",Diagnóstico (CIEX)
T809,"COMPLICACIONES NO ESPECIFICADAS CONSECUTIVAS A INFUSION, TRANSFUSION E INYECCION TERAPEU",Diagnóstico (CIEX)
T810,"HEMORRAGIA Y HEMATOMA QUE COMPLICAN UN PROCEDIMIENTO, NO CLASIFICADOS EN OTRA PARTE",Diagnóstico (CIEX)
T815,CUERPO EXTRANO DEJADO ACCIDENTALMENTE EN CAVIDAD CORPORAL O EN HERIDA OPERATORIA CONSECU,Diagnóstico (CIEX)
T816,REACCION AGUDA A SUSTANCIA EXTRANA DEJADA ACCIDENTALMENTE DURANTE UN PROCEDIMIENTO,Diagnóstico (CIEX)
T811,"CHOQUE DURANTE O RESULTANTE DE UN PROCEDIMIENTO, NO CLASIFICADO EN OTRA PARTE",Diagnóstico (CIEX)
T812,"PUNCION O LACERACION ACCIDENTAL DURANTE UN PROCEDIMIENTO, NO CLASIFICADAS EN OTRA PARTE",Diagnóstico (CIEX)
T814,"INFECCION CONSECUTIVA A PROCEDIMIENTO, NO CLASIFICADA EN OTRA PARTE",Diagnóstico (CIEX)
T813,"DESGARRO DE HERIDA OPERATORIA, NO CLASIFICADO EN OTRA PARTE",Diagnóstico (CIEX)
T817,"COMPLICACIONES VASCULARES CONSECUTIVAS A PROCEDIMIENTO, NO CLASIFICADAS EN OTRA PARTE",Diagnóstico (CIEX)
T818,"OTRAS COMPLICACIONES DE PROCEDIMIENTOS, NO CLASIFICADAS EN OTRA PARTE",Diagnóstico (CIEX)
T819,"COMPLICACION DE PROCEDIMIENTOS, NO ESPECIFICADA",Diagnóstico (CIEX)
T820,COMPLICACION MECANICA DE PROTESIS DE VALVULA CARDIACA,Diagnóstico (CIEX)
T821,COMPLICACION MECANICA DE DISPOSITIVO ELECTRONICO CARDIACO,Diagnóstico (CIEX)
T825,COMPLICACION MECANICA DE OTROS DISPOSITIVOS E IMPLANTES CARDIOVASCULARES,Diagnóstico (CIEX)
T826,INFECCION Y REACCION INFLAMATORIA DEBIDAS A PROTESIS DE VALVULA CARDIACA,Diagnóstico (CIEX)
T823,COMPLICACION MECANICA DE OTROS INJERTOS VASCULARES,Diagnóstico (CIEX)
T824,COMPLICACION MECANICA DE CATETER PARA DIALISIS VASCULAR,Diagnóstico (CIEX)
T822,COMPLICACION MECANICA DE DERIVACION DE ARTERIA CORONARIA E INJERTO VALVULAR,Diagnóstico (CIEX)
T827,"INFECCION Y REACCION INFLAMATORIA DEBIDAS A OTROS DISPOSITIVOS, IMPLANTES E INJERTOS CAR",Diagnóstico (CIEX)
T830,COMPLICACION MECANICA DE CATETER URINARIO (FIJO),Diagnóstico (CIEX)
T831,COMPLICACION MECANICA DE OTROS DISPOSITIVOS E IMPLANTES URINARIOS,Diagnóstico (CIEX)
T828,"OTRAS COMPLICACIONES ESPECIFICADAS DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS CARDIOVASCULA",Diagnóstico (CIEX)
T829,"COMPLICACION NO ESPECIFICADA DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO CARDIOVASCULAR",Diagnóstico (CIEX)
T8332,SANGRADO ANORMAL ASOCIADO A DIU,Diagnóstico (CIEX)
T8333,DIU EN CAVIDAD ABDOMINAL,Diagnóstico (CIEX)
T832,COMPLICACION MECANICA DE INJERTO EN ORGANO URINARIO,Diagnóstico (CIEX)
T833,COMPLICACION MECANICA DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO,Diagnóstico (CIEX)
T8335,COMPLICACION DE DIU CON PERFORACION UTERINA,Diagnóstico (CIEX)
T8336,DOLOR PELVICO ASOCIADO CON DIU,Diagnóstico (CIEX)
T835,"INFECCION Y REACCION INFLAMATORIA DEBIDAS A DISPOSITIVO PROTESICO, IMPLANTE E INJERTO EN",Diagnóstico (CIEX)
T836,"INFECCION Y REACCION INFLAMATORIA DEBIDAS A DISPOSITIVO PROTESICO, IMPLANTE E INJERTO EN",Diagnóstico (CIEX)
T8331,EXPULSION DE DIU,Diagnóstico (CIEX)
T8334,DIU ENCACERADO,Diagnóstico (CIEX)
T841,COMPLICACION MECANICA DE DISPOSITIVO DE FIJACION INTERNA DE HUESOS DE UN MIEMBRO,Diagnóstico (CIEX)
T842,COMPLICACION MECANICA DE DISPOSITIVO DE FIJACION INTERNA DE OTROS HUESOS,Diagnóstico (CIEX)
T834,"COMPLICACION MECANICA DE OTROS DISPOSITIVOS, IMPLANTES E INJERTOS EN EL TRACTO GENITAL",Diagnóstico (CIEX)
T843,"COMPLICACION MECANICA DE OTROS DISPOSITIVOS OSEOS, IMPLANTES E INJERTOS",Diagnóstico (CIEX)
T838,"OTRAS COMPLICACIONES DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS GENITOURINARIOS",Diagnóstico (CIEX)
T839,"COMPLICACION NO ESPECIFICADA DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO GENITOURINARIO",Diagnóstico (CIEX)
T844,"COMPLICACION MECANICA DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS ORTOPEDICOS",Diagnóstico (CIEX)
T840,COMPLICACION MECANICA DE PROTESIS ARTICULAR INTERNA,Diagnóstico (CIEX)
T848,"OTRAS COMPLICACIONES DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS ORTOPEDICOS INTERN",Diagnóstico (CIEX)
T849,"COMPLICACIONES NO ESPECIFICADAS DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS ORTOPED",Diagnóstico (CIEX)
T845,INFECCION Y REACCION INFLAMATORIA DEBIDAS A PROTESIS ARTICULAR INTERNA,Diagnóstico (CIEX)
T850,COMPLICACION MECANICA DE DERIVACION (ANASTOMOTICA) VENTRICULAR INTRACRANEAL,Diagnóstico (CIEX)
T851,COMPLICACION MECANICA DE IMPLANTE DE ESTIMULADOR ELECTRONICO DEL SISTEMA NERVIOSO,Diagnóstico (CIEX)
T846,INFECCION Y REACCION INFLAMATORIA DEBIDAS A DISPOSITIVO DE FIJACION INTERNA [CUALQUIER S,Diagnóstico (CIEX)
T852,COMPLICACION MECANICA DE LENTES INTRAOCULARES,Diagnóstico (CIEX)
T853,"COMPLICACION MECANICA DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS OCULARES",Diagnóstico (CIEX)
T847,"INFECCION Y REACCION INFLAMATORIA DEBIDAS A OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E I",Diagnóstico (CIEX)
T854,COMPLICACION MECANICA DE PROTESIS E IMPLANTE DE MAMA,Diagnóstico (CIEX)
T855,"COMPLICACION MECANICA DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO GASTROINTESTINAL",Diagnóstico (CIEX)
T856,"COMPLICACION MECANICA DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS INTERNOS ES",Diagnóstico (CIEX)
T857,"INFECCION Y REACCION INFLAMATORIA DEBIDAS A OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E I",Diagnóstico (CIEX)
T858,"OTRAS COMPLICACIONES DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS INTERNOS, NO CLASI",Diagnóstico (CIEX)
T859,"COMPLICACION NO ESPECIFICADA DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO INTERNO",Diagnóstico (CIEX)
T860,RECHAZO DE TRASPLANTE DE MEDULA OSEA,Diagnóstico (CIEX)
T861,FALLA Y RECHAZO DE TRASPLANTE DE RINON,Diagnóstico (CIEX)
T862,FALLA Y RECHAZO DE TRASPLANTE DE CORAZON,Diagnóstico (CIEX)
T863,FALLA Y RECHAZO DE TRASPLANTE DE PULMON - CORAZON,Diagnóstico (CIEX)
T864,FALLA Y RECHAZO DE TRASPLANTE DE HIGADO,Diagnóstico (CIEX)
T868,FALLA Y RECHAZO DE OTROS ORGANOS Y TEJIDOS TRASPLANTADOS,Diagnóstico (CIEX)
T869,FALLA Y RECHAZO DE TRASPLANTE DE ORGANO Y TEJIDO NO ESPECIFICADO,Diagnóstico (CIEX)
T871,COMPLICACIONES DE LA REINSERCION (DE PARTE) DE EXTREMIDAD INFERIOR,Diagnóstico (CIEX)
T872,COMPLICACIONES DE OTRAS PARTES DEL CUERPO REINSERTADAS,Diagnóstico (CIEX)
T870,COMPLICACIONES DE LA REINSERCION (DE PARTE) DE EXTREMIDAD SUPERIOR,Diagnóstico (CIEX)
T873,NEUROMA DE MUNON DE AMPUTACION,Diagnóstico (CIEX)
T874,INFECCION DE MUNON DE AMPUTACION,Diagnóstico (CIEX)
T875,NECROSIS DE MUNON DE AMPUTACION,Diagnóstico (CIEX)
T876,OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS DE MUNON DE AMPUTACION,Diagnóstico (CIEX)
T880,INFECCION CONSECUTIVA A INMUNIZACION,Diagnóstico (CIEX)
T881,"OTRAS COMPLICACIONES CONSECUTIVAS A INMUNIZACION, NO CLASIFICADAS EN OTRA PARTE",Diagnóstico (CIEX)
T882,CHOQUE DEBIDO A LA ANESTESIA,Diagnóstico (CIEX)
T883,HIPERTERMIA MALIGNA DEBIDA A LA ANESTESIA,Diagnóstico (CIEX)
T884,FALLA O DIFICULTAD DE LA INTUBACION,Diagnóstico (CIEX)
T886,CHOQUE ANAFILACTICO DEBIDO A EFECTO ADVERSO DE DROGA O MEDICAMENTO CORRECTO ADMINISTRADO,Diagnóstico (CIEX)
T887,EFECTO ADVERSO NO ESPECIFICADO DE DROGA O MEDICAMENTO,Diagnóstico (CIEX)
T888,"OTRAS COMPLICACIONES ESPECIFICADAS DE LA ATENCION MEDICA Y QUIRURGICA, NO CLASIFICADAS E",Diagnóstico (CIEX)
T885,OTRAS COMPLICACIONES DE LA ANESTESIA,Diagnóstico (CIEX)
T889,COMPLICACIONES NO ESPECIFICADAS DE LA ATENCION MEDICA Y QUIRURGICA,Diagnóstico (CIEX)
T900,SECUELAS DE TRAUMATISMO SUPERFICIAL DE LA CABEZA,Diagnóstico (CIEX)
T901,SECUELAS DE HERIDA DE LA CABEZA,Diagnóstico (CIEX)
T902,SECUELAS DE FRACTURA DEL CRANEO Y DE HUESOS FACIALES,Diagnóstico (CIEX)
T903,SECUELAS DE TRAUMATISMO DE NERVIOS CRANEALES,Diagnóstico (CIEX)
T904,SECUELAS DE TRAUMATISMO DEL OJO Y DE LA ORBITA,Diagnóstico (CIEX)
T905,SECUELAS DE TRAUMATISMO INTRACRANEAL,Diagnóstico (CIEX)
T908,SECUELAS DE OTROS TRAUMATISMOS ESPECIFICADOS DE LA CABEZA,Diagnóstico (CIEX)
T909,SECUELAS DE TRAUMATISMO NO ESPECIFICADO DE LA CABEZA,Diagnóstico (CIEX)
